YEAR,MO,DY,SRAD,WS10M,T,T2MDEW,T2M_MAX,T2M_MIN,rain,RH,date
2021,2,25,1.98,1.45,24.72,19.8,29.71,20.86,0,76.44,
2021,2,26,1.83,1.52,24.86,19.85,30.11,20.58,0,75.88,
2021,2,27,1.27,1.23,23.1,19.83,27.19,20.5,5.27,83.38,
2021,2,28,1.9,1,23.52,18.32,28.84,19.73,0,75.56,
2021,3,1,2.88,1.22,24.54,16.39,31.17,20,0,64.25,
2021,3,2,3.35,1.38,23.81,15.84,29.94,19.23,0,63.31,
2021,3,3,3.34,1.43,23.69,13.22,30.83,17.11,0,56.06,
2021,3,4,3,1.63,23.89,16.48,29.2,18.62,0,64.94,
2021,3,5,1.99,1.36,25.02,18.44,30.16,20.52,0,69.44,
2021,3,6,2.1,1.32,24.51,20.17,28.26,21.4,0,78.38,
2021,3,7,2.1,1.62,25.26,20.37,30.63,21.17,0,76.44,
2021,3,8,2.81,1.05,25.58,19.17,30.93,21.83,0,70.31,
2021,3,9,2.83,1.62,25.22,19.27,31.06,20.95,0,72.31,
2021,3,10,2.03,1.42,24.69,17.99,29.24,21.14,0,68.19,
2021,3,11,1.81,1.19,25.73,16.75,31.29,21.1,0,60.5,
2021,3,12,2.52,1.2,24.94,17.53,28.88,21.72,0,64.88,
2021,3,13,1.3,0.96,22.8,18.76,25.73,20.98,0,78.81,
2021,3,14,2.28,1.29,24,17.89,28.98,20.25,0,70.31,
2021,3,15,1.48,1.32,24.59,17.69,29.87,20.65,0,67.19,
2021,3,16,1.91,1.26,24.78,18.1,28.77,21.5,0,67.31,
2021,3,17,1.86,1.53,25.71,17.99,30.76,21.27,0,64.12,
2021,3,18,2.5,1.52,26.05,17.4,31.44,21.95,0,60.38,
2021,3,19,2.29,1.41,24.91,17.52,29.47,22.25,0,64.69,
2021,3,20,2.75,1.32,23.77,17.3,27.48,21.54,0,67.81,
2021,3,21,2.49,1.44,25.66,16.36,30.68,21.89,0,57.88,
2021,3,22,2.66,1.24,23.87,17.87,27.01,21.48,0,69.88,
2021,3,23,2.3,1.35,25.55,17.46,31.04,21.4,0,63.06,
2021,3,24,1.18,1.56,25.64,18.87,31.15,21.62,0,68.31,
2021,3,25,1.65,1.43,24.17,19.38,28.22,21.51,0,76.06,
2021,3,26,1.54,1.34,23.69,18.57,27.8,21.27,0,74.38,
2021,3,27,1.86,1.02,22.73,18.64,26.52,20.59,0,79.12,
2021,3,28,1.86,1.36,24.07,18.88,29.05,19.83,0,74.75,
2021,3,29,1.85,1.49,23.83,19.51,27.14,21.32,0,78.19,
2021,3,30,1.61,1.52,24.41,19.22,30.58,20.62,0,75.94,
2021,3,31,2.36,1.67,25.31,18.98,31.14,20.83,0,71.19,
2021,4,1,2.23,1.81,26,18.23,31.33,21.69,0,64.75,
2021,4,2,2.23,1.15,21.95,20.24,24.55,20.21,15.82,90.56,
2021,4,3,2.87,1.21,22.54,20.54,25.82,19.73,10.55,89,
2021,4,4,2.38,1.35,22.73,20.65,25.52,20.19,10.55,88.31,
2021,4,5,1.4,1.28,22.65,21.41,25.06,20.47,21.09,93.06,
2021,4,6,2.27,1.34,22.51,21.28,25.41,20.55,15.82,93.06,
2021,4,7,2.12,1.09,22.79,20.59,26.08,20.21,5.27,87.81,
2021,4,8,2.31,1.33,23.21,21.6,26.52,20.37,21.09,91.25,
2021,4,9,2.08,1.34,22.61,21.48,24.73,20.81,31.64,93.56,
2021,4,10,2.16,1.4,22.99,20.94,26.89,19.69,15.82,88.94,
2021,4,11,2.25,0.97,21.76,20.37,24.29,19.88,21.09,92.19,
2021,4,12,2.66,1.34,22.62,21.13,25.88,19.97,10.55,91.81,
2021,4,13,2.93,1.36,23.5,20.95,28.06,20.14,5.27,86.69,
2021,4,14,2.21,1.06,22.87,21.15,25.74,21.21,31.64,90.31,
2021,4,15,2.88,1.32,23.3,21.05,27.05,19.71,5.27,87.88,
2021,4,16,2.99,1.3,23.42,21.3,26.23,21.04,21.09,88.25,
2021,4,17,1.92,1.09,23,20.46,26.51,20.3,15.82,86.69,
2021,4,18,2.62,1.39,23.01,20.81,26.93,19.94,5.27,88,
2021,4,19,2.89,1.24,22.57,19.76,26.83,18.97,5.27,84.75,
2021,4,20,3.19,1.2,21.41,19.17,24.58,18.72,5.27,87.31,
2021,4,21,3,1.38,22.46,19.79,26.37,18.73,5.27,85.38,
2021,4,22,3.13,1.45,23.08,20.44,26.97,19.25,5.27,86,
2021,4,23,2.77,1.23,23.24,21.03,27.26,19.94,5.27,88.12,
2021,4,24,2.68,1.34,23.37,20.98,27.15,19.92,5.27,87,
2021,4,25,2.69,1.18,23.32,21.05,26.6,20.88,5.27,87.56,
2021,4,26,2.76,1.33,23.13,20.55,26.77,20.32,10.55,85.94,
2021,4,27,1.6,1.17,22.23,20.2,25.49,19.21,5.27,88.94,
2021,4,28,2.4,1.45,22.78,21.39,25.88,20.01,42.19,92.31,
2021,4,29,0.81,1.25,21.59,21.06,23.41,19.57,105.47,96.94,
2021,4,30,1.33,1.11,20.79,19.59,23.76,18.82,68.55,93.25,
2021,5,1,2.29,0.94,21.94,20.25,25.01,19.15,21.09,90.62,
2021,5,2,-999,1.19,22.41,21.23,25.07,20.16,36.91,93.38,
2021,5,3,-999,1.43,21.94,21.05,23.87,20.08,21.09,94.94,
2021,5,4,-999,0.83,21.48,20.27,23.25,20.12,105.47,93,
2021,5,5,-999,1.05,21.43,20.32,23.69,20.05,26.37,93.56,
2021,5,6,-999,0.95,21.76,20.17,24.24,19.9,26.37,90.94,
2021,5,7,-999,1.11,22.25,20.75,25.73,19.69,36.91,91.81,
2021,5,8,-999,1.25,22.39,21.29,24.87,20.28,21.09,93.81,
2021,5,9,-999,1.52,22.83,21.3,26.01,20.5,15.82,91.56,
2021,5,10,-999,1.5,22.57,21.51,25.07,21.05,42.19,94.12,
2021,5,11,-999,1.4,22.16,21.48,24.6,20.58,52.73,96.06,
2021,5,12,-999,1.03,22.58,21.18,25.33,19.57,21.09,92.19,
2021,5,13,-999,0.98,23.44,22.02,26.22,21.58,15.82,92.12,
2021,5,14,-999,1.53,23.49,21.99,26.44,21.41,21.09,91.75,
2021,5,15,-999,1.23,23.57,22.19,26.39,20.7,21.09,92.38,
2021,5,16,-999,1.62,23.13,22.58,24.35,21.52,68.55,96.88,
2021,5,17,-999,1.27,22.65,21.71,24.61,21.3,36.91,94.69,
2021,5,18,-999,1.29,23.58,21.58,27.58,20.32,10.55,89.31,
2021,5,19,-999,1.52,23.55,22.3,26.17,21.01,15.82,93.12,
2021,5,20,-999,1.28,23.4,22.4,25.71,21.8,21.09,94.38,
2021,5,21,-999,0.98,23.3,21.54,26.42,20.24,10.55,90.31,
2021,5,22,-999,0.93,23.04,21.94,25.44,20.93,15.82,93.75,
2021,5,23,-999,0.61,22.67,20.97,25.73,20.59,26.37,90.62,
2021,5,24,-999,1.35,23.15,21.71,25.94,20.41,21.09,91.81,
2021,5,25,-999,1.39,22.06,20.75,24.21,18.44,26.37,92.44,
2021,5,26,-999,1.49,22.51,19.83,26.94,17.9,5.27,85.62,
2021,5,27,-999,0.95,22.58,21.15,25.42,20.51,10.55,92,
2021,5,28,-999,1.11,22.65,20.82,26.08,19.38,10.55,89.88,
2021,5,29,-999,1.28,22.76,22.03,24.76,21.23,58.01,95.81,
2021,5,30,-999,1.21,22.32,21.7,23.41,20.94,36.91,96.44,
2021,5,31,-999,1.28,22.76,21.8,25.37,20.42,15.82,94.56,
2021,6,1,-999,1.27,23.14,21.12,26.05,21.21,10.55,88.81,
2021,6,2,-999,1.05,22.94,21.84,25.78,20.8,26.37,93.94,
2021,6,3,-999,1.38,22.63,21.72,24.9,20.9,31.64,94.81,
2021,6,4,-999,0.97,22.63,21.38,25.51,20.59,15.82,92.94,
2021,6,5,-999,1.3,23.34,21.61,25.76,20.83,15.82,90.25,
2021,6,6,-999,1.63,22.12,21.86,23.26,21.03,110.74,98.44,
2021,6,7,-999,0.98,22.2,21.29,24.53,20.13,26.37,94.81,
2021,6,8,-999,1.05,21.52,20.55,23.62,19.66,26.37,94.38,
2021,6,9,-999,0.97,21.55,20.12,24.72,19.58,15.82,92.06,
2021,6,10,-999,0.97,21.31,19.05,24.48,18.99,0,87.19,
2021,6,11,-999,0.92,21.2,19.46,24.98,17.68,10.55,90.12,
2021,6,12,-999,1.51,22.33,21.57,24.76,20.5,26.37,95.62,
2021,6,13,-999,1.09,22.99,21.69,25.96,20.65,15.82,92.69,
2021,6,14,-999,0.98,22.43,20.96,25.02,19.09,10.55,91.62,
2021,6,15,-999,1.35,20.97,18.73,25.54,17.26,5.27,87.25,
2021,6,16,-999,1.23,22.29,20.31,26.48,19.65,5.27,89.25,
2021,6,17,-999,1.31,21.12,19.92,24.15,18.3,15.82,93.06,
2021,6,18,-999,1.26,22.46,20.62,25.51,19.51,5.27,89.75,
2021,6,19,-999,0.92,22.43,20.96,25.26,19.56,15.82,91.69,
2021,6,20,-999,1.04,21.95,19.64,24.59,18.98,10.55,87,
2021,6,21,-999,1.3,21.96,19.6,26.64,17.41,58.01,87.19,
2021,6,22,-999,0.73,21.67,20.89,22.94,20.4,47.46,95.44,
2021,6,23,-999,1.03,22.19,20.65,25.94,19.37,10.55,91.69,
2021,6,24,-999,1.07,22.21,21.43,24.45,20.47,15.82,95.5,
2021,6,25,-999,1.09,22.51,21.06,25.07,20.37,10.55,91.81,
2021,6,26,-999,1.32,22.61,21.62,25.33,20.97,15.82,94.44,
2021,6,27,-999,0.82,21.57,20.98,23.11,19.75,42.19,96.56,
2021,6,28,-999,0.72,22.16,21,24.94,19.8,10.55,93.44,
2021,6,29,-999,1.45,22.44,21.89,23.91,20.4,47.46,96.81,
2021,6,30,-999,1.46,21.92,20.58,24.49,19.65,5.27,92.44,
2021,7,1,-999,1.25,22.23,20.42,25.82,19.44,5.27,90,
2021,7,2,-999,1.14,22.14,20.46,25.88,18.76,5.27,90.75,
2021,7,3,-999,1.48,22.3,20.08,25.9,19.46,0,87.94,
2021,7,4,-999,1.27,21.63,19.44,24.87,19,5.27,87.81,
2021,7,5,-999,1.17,21.87,19.86,25.19,19.51,5.27,88.81,
2021,7,6,-999,1.27,22.26,20.69,25.7,19.32,5.27,91.38,
2021,7,7,-999,0.98,22.58,20.59,25.99,19.46,5.27,89.38,
2021,7,8,-999,1.15,22.87,21.51,26.02,19.96,26.37,92.5,
2021,7,9,-999,1.05,22.12,21.63,23.74,20.67,42.19,97.12,
2021,7,10,-999,1.44,21.48,20.71,23.48,19.99,36.91,95.56,
2021,7,11,-999,0.77,21.01,19.46,24.34,18.47,26.37,91.19,
2021,7,12,-999,1.18,22.23,20.33,25.86,19.25,36.91,89.44,
2021,7,13,-999,0.97,21.51,20.12,24.31,19.57,52.73,92.12,
2021,7,14,-999,1.16,21.69,19.2,25.83,17.92,26.37,86.25,
2021,7,15,-999,1,21.89,19.83,25.72,18.44,0,88.94,
2021,7,16,-999,0.95,22.32,20.41,25.19,19.77,5.27,89.25,
2021,7,17,-999,0.95,21.94,21.23,23.81,20.59,21.09,95.88,
2021,7,18,-999,1.27,22.07,21.15,24.41,20.24,21.09,94.81,
2021,7,19,-999,1.3,22.05,20.05,25.62,19.29,0,89.12,
2021,7,20,-999,1.19,22.34,20.43,25.75,18.94,10.55,89.38,
2021,7,21,-999,1.17,21.99,21.51,23.42,20.37,31.64,97.19,
2021,7,22,-999,1.23,22.34,22.01,24.02,20.87,73.83,98.06,
2021,7,23,-999,1.05,22.81,21.16,26.33,19.8,15.82,91,
2021,7,24,-999,1.07,22.88,21.59,25.94,20.25,10.55,92.81,
2021,7,25,-999,1.16,23.08,21.52,26.01,20.93,15.82,91.31,
2021,7,26,-999,0.78,22.4,21.72,23.99,20.88,26.37,96,
2021,7,27,-999,0.86,22,21.19,24.45,19.55,105.47,95.25,
2021,7,28,-999,1.38,21.73,19.09,24.32,18.9,0,85.25,
2021,7,29,-999,1.34,22.39,20.47,25.94,19.19,5.27,89.5,
2021,7,30,-999,1.28,22.5,20.87,25.31,19.8,5.27,90.88,
2021,7,31,-999,1.06,22.17,21.02,24.74,20.15,5.27,93.44,
2021,8,1,-999,1.29,22.62,21.15,25.7,19.73,15.82,91.88,
2021,8,2,-999,1.82,22.26,20.83,25.95,19.9,15.82,91.94,
2021,8,3,-999,1.45,21.95,19.75,25.8,18.87,0,87.94,
2021,8,4,-999,1.16,21.64,20.02,24.66,19.48,5.27,91.06,
2021,8,5,-999,1.27,22.34,20.36,26.09,19.37,5.27,89.06,
2021,8,6,-999,1.19,22.65,20.65,26.55,19.22,5.27,89.19,
2021,8,7,-999,1.02,23,20.77,26.77,19.9,5.27,88.12,
2021,8,8,-999,0.83,22.65,20.52,26.15,20.47,5.27,88.62,
2021,8,9,-999,1.04,23.26,21.02,26.76,20.42,5.27,87.81,
2021,8,10,-999,1.23,22.29,21.04,24.72,20.32,5.27,92.88,
2021,8,11,-999,0.92,22.55,20.44,24.87,20.65,5.27,88.06,
2021,8,12,-999,1.16,22.85,19.86,27.1,20,0,84.06,
2021,8,13,-999,0.96,22.88,20.63,26.15,20.58,5.27,87.62,
2021,8,14,-999,1.05,22.26,20.67,24.51,20.11,5.27,90.94,
2021,8,15,-999,1.3,22.64,21.05,25.73,19.86,10.55,91.31,
2021,8,16,-999,1.19,22.59,21.32,25.65,20.16,5.27,93,
2021,8,17,-999,1.03,23.16,21.59,26.38,20.41,10.55,91.31,
2021,8,18,-999,0.8,22.76,21.73,24.98,21.15,15.82,94.12,
2021,8,19,-999,0.92,22.44,21.49,24.33,20.44,15.82,94.5,
2021,8,20,-999,1.01,22.79,21.25,25.77,20.4,5.27,91.38,
2021,8,21,-999,-999,-999,-999,-999,-999,-999,-999,
2021,8,22,-999,-999,-999,-999,-999,-999,-999,-999,
2021,8,23,-999,-999,-999,-999,-999,-999,-999,-999,
